Gender;Nativelang;Otherlang;Age;Clicks1;Hits1;Misses1;Score1;Accuracy1;Missrate1;Clicks2;Hits2;Misses2;Score2;Accuracy2;Missrate2;Clicks3;Hits3;Misses3;Score3;Accuracy3;Missrate3;Clicks4;Hits4;Misses4;Score4;Accuracy4;Missrate4;Clicks5;Hits5;Misses5;Score5;Accuracy5;Missrate5;Clicks6;Hits6;Misses6;Score6;Accuracy6;Missrate6;Clicks7;Hits7;Misses7;Score7;Accuracy7;Missrate7;Clicks8;Hits8;Misses8;Score8;Accuracy8;Missrate8;Clicks9;Hits9;Misses9;Score9;Accuracy9;Missrate9;Clicks10;Hits10;Misses10;Score10;Accuracy10;Missrate10;Clicks11;Hits11;Misses11;Score11;Accuracy11;Missrate11;Clicks12;Hits12;Misses12;Score12;Accuracy12;Missrate12;Clicks13;Hits13;Misses13;Score13;Accuracy13;Missrate13;Clicks14;Hits14;Misses14;Score14;Accuracy14;Missrate14;Clicks15;Hits15;Misses15;Score15;Accuracy15;Missrate15;Clicks16;Hits16;Misses16;Score16;Accuracy16;Missrate16;Clicks17;Hits17;Misses17;Score17;Accuracy17;Missrate17;Clicks18;Hits18;Misses18;Score18;Accuracy18;Missrate18;Clicks19;Hits19;Misses19;Score19;Accuracy19;Missrate19;Clicks20;Hits20;Misses20;Score20;Accuracy20;Missrate20;Clicks21;Hits21;Misses21;Score21;Accuracy21;Missrate21;Clicks22;Hits22;Misses22;Score22;Accuracy22;Missrate22;Clicks23;Hits23;Misses23;Score23;Accuracy23;Missrate23;Clicks24;Hits24;Misses24;Score24;Accuracy24;Missrate24;Clicks25;Hits25;Misses25;Score25;Accuracy25;Missrate25;Clicks26;Hits26;Misses26;Score26;Accuracy26;Missrate26;Clicks27;Hits27;Misses27;Score27;Accuracy27;Missrate27;Clicks28;Hits28;Misses28;Score28;Accuracy28;Missrate28;Clicks29;Hits29;Misses29;Score29;Accuracy29;Missrate29;Clicks30;Hits30;Misses30;Score30;Accuracy30;Missrate30;Clicks31;Hits31;Misses31;Score31;Accuracy31;Missrate31;Clicks32;Hits32;Misses32;Score32;Accuracy32;Missrate32;Dyslexia
Female;Yes;No;13;10;10;0;10;1;0;10;10;0;10;1;0;7;7;0;7;1;0;5;5;0;5;1;0;5;5;0;5;1;0;5;5;0;5;1;0;7;7;0;7;1;0;7;7;0;7;1;0;3;3;0;3;1;0;7;7;0;7;1;0;6;6;0;6;1;0;5;5;0;5;1;0;5;5;0;5;1;0;9;9;0;9;1;0;6;6;0;6;1;0;7;7;0;7;1;0;7;7;0;7;1;0;7;6;1;7;0.857142857;0.142857143;5;5;0;5;1;0;4;2;2;4;0.5;0.5;3;3;0;3;1;0;9;8;1;9;0.888888889;0.111111111;5;5;0;5;1;0;8;8;0;8;1;0;7;7;0;7;1;0;13;11;2;13;0.846153846;0.153846154;30;3;0;30;0.1;0;42;6;0;42;0.142857143;0;NULL;NULL;NULL;NULL;NULL;NULL;21;4;0;21;0.19047619;0;35;4;0;35;0.114285714;0;26;4;0;26;0.153846154;0;No
Female;Yes;No;13;10;10;0;10;1;0;9;9;0;9;1;0;9;9;0;9;1;0;5;5;0;5;1;0;6;6;0;6;1;0;5;5;0;5;1;0;8;8;0;8;1;0;6;6;0;6;1;0;4;4;0;4;1;0;9;9;0;9;1;0;7;7;0;7;1;0;7;7;0;7;1;0;6;5;1;6;0.833333333;0.166666667;9;9;0;9;1;0;6;6;0;6;1;0;4;4;0;4;1;0;4;4;0;4;1;0;2;1;1;2;0.5;0.5;7;6;1;7;0.857142857;0.142857143;3;2;1;3;0.666666667;0.333333333;3;1;2;3;0.333333333;0.666666667;10;10;0;10;1;0;7;6;1;7;0.857142857;0.142857143;16;2;14;16;125;875;10;2;8;10;0.2;0.8;21;8;13;21;0.380952381;0.619047619;66;2;4;66;0.03030303;0.060606061;46;3;4;46;0.065217391;0.086956522;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;56;4;6;56;0.071428571;0.107142857;100;3;19;100;0.03;0.19;No
Male;Yes;No;13;12;12;0;12;1;0;11;11;0;11;1;0;8;7;1;8;875;125;33;6;27;33;0.181818182;0.818181818;43;7;36;43;0.162790698;0.837209302;41;7;34;41;0.170731707;0.829268293;31;4;27;31;0.129032258;0.870967742;26;5;21;26;0.192307692;0.807692308;45;6;39;45;0.133333333;0.866666667;9;1;8;9;0.111111111;0.888888889;34;3;31;34;0.088235294;0.911764706;10;4;6;10;0.4;0.6;35;4;31;35;0.114285714;0.885714286;10;10;0;10;1;0;1;1;0;1;1;0;5;3;2;5;0.6;0.4;12;4;8;12;0.333333333;0.666666667;20;4;16;20;0.2;0.8;14;4;10;14;0.285714286;0.714285714;38;8;30;38;0.210526316;0.789473684;50;9;41;50;0.18;0.82;15;8;7;15;0.533333333;0.466666667;12;9;3;12;0.75;0.25;5;4;1;5;0.8;0.2;44;5;39;44;0.113636364;0.886363636;7;5;2;7;0.714285714;0.285714286;44;2;2;44;0.045454545;0.045454545;115;3;10;115;0.026086957;0.086956522;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;35;4;0;35;0.114285714;0;62;2;10;62;0.032258065;0.161290323;No
Male;Yes;Yes;13;9;9;0;9;1;0;9;9;0;9;1;0;8;8;0;8;1;0;4;4;0;4;1;0;6;5;1;6;0.833333333;0.166666667;5;2;3;5;0.4;0.6;2;2;0;2;1;0;5;5;0;5;1;0;2;2;0;2;1;0;9;8;1;9;0.888888889;0.111111111;7;5;2;7;0.714285714;0.285714286;7;7;0;7;1;0;8;7;1;8;875;125;9;9;0;9;1;0;6;6;0;6;1;0;2;2;0;2;1;0;4;4;0;4;1;0;3;0;3;3;0;1;5;5;0;5;1;0;5;2;3;5;0.4;0.6;3;2;1;3;0.666666667;0.333333333;8;6;2;8;0.75;0.25;10;8;2;10;0.8;0.2;6;6;0;6;1;0;7;5;2;7;0.714285714;0.285714286;11;6;5;11;0.545454545;0.454545455;52;3;2;52;0.057692308;0.038461538;26;1;3;26;0.038461538;0.115384615;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;35;4;0;35;0.114285714;0;91;2;18;91;0.021978022;0.197802198;No
Male;Yes;No;13;10;10;0;10;1;0;10;10;0;10;1;0;10;10;0;10;1;0;5;5;0;5;1;0;4;0;4;4;0;1;3;3;0;3;1;0;8;8;0;8;1;0;7;6;1;7;0.857142857;0.142857143;6;6;0;6;1;0;11;11;0;11;1;0;7;4;3;7;0.571428571;0.428571429;7;4;3;7;0.571428571;0.428571429;7;6;1;7;0.857142857;0.142857143;10;10;0;10;1;0;7;7;0;7;1;0;6;5;1;6;0.833333333;0.166666667;7;6;1;7;0.857142857;0.142857143;8;8;0;8;1;0;4;3;1;4;0.75;0.25;4;1;3;4;0.25;0.75;3;1;2;3;0.333333333;0.666666667;11;8;3;11;0.727272727;0.272727273;11;10;1;11;0.909090909;0.090909091;8;7;1;8;875;125;9;7;2;9;0.777777778;0.222222222;13;5;8;13;0.384615385;0.615384615;66;6;0;66;0.090909091;0;46;2;5;46;0.043478261;0.108695652;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;35;4;0;35;0.114285714;0;55;3;8;55;0.054545455;0.145454545;No
Male;Yes;No;13;8;8;0;8;1;0;8;8;0;8;1;0;7;7;0;7;1;0;5;4;1;5;0.8;0.2;8;8;0;8;1;0;6;6;0;6;1;0;5;4;1;5;0.8;0.2;4;4;0;4;1;0;6;5;1;6;0.833333333;0.166666667;9;8;1;9;0.888888889;0.111111111;6;6;0;6;1;0;5;4;1;5;0.8;0.2;7;5;2;7;0.714285714;0.285714286;9;9;0;9;1;0;5;5;0;5;1;0;6;5;1;6;0.833333333;0.166666667;5;4;1;5;0.8;0.2;2;2;0;2;1;0;5;4;1;5;0.8;0.2;4;1;3;4;0.25;0.75;2;0;2;2;0;1;7;4;3;7;0.571428571;0.428571429;5;5;0;5;1;0;4;3;1;4;0.75;0.25;6;5;1;6;0.833333333;0.166666667;8;7;1;8;875;125;52;5;0;52;0.096153846;0;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;47;3;4;47;0.063829787;0.085106383;54;3;8;54;0.055555556;0.148148148;No
Female;Yes;No;13;12;12;0;12;1;0;8;8;0;8;1;0;7;7;0;7;1;0;2;2;0;2;1;0;6;6;0;6;1;0;5;5;0;5;1;0;5;5;0;5;1;0;5;4;1;5;0.8;0.2;3;2;1;3;0.666666667;0.333333333;7;7;0;7;1;0;2;2;0;2;1;0;9;7;2;9;0.777777778;0.222222222;4;4;0;4;1;0;9;9;0;9;1;0;4;3;1;4;0.75;0.25;6;5;1;6;0.833333333;0.166666667;6;6;0;6;1;0;2;2;0;2;1;0;3;2;1;3;0.666666667;0.333333333;3;2;1;3;0.666666667;0.333333333;1;0;1;1;0;1;8;7;1;8;875;125;5;5;0;5;1;0;5;5;0;5;1;0;6;5;1;6;0.833333333;0.166666667;8;7;1;8;875;125;40;2;2;40;0.05;0.05;38;4;2;38;0.105263158;0.052631579;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;57;4;4;57;0.070175439;0.070175439;82;3;14;82;0.036585366;0.170731707;No
Female;Yes;No;13;6;6;0;6;1;0;9;9;0;9;1;0;7;7;0;7;1;0;5;5;0;5;1;0;6;6;0;6;1;0;2;2;0;2;1;0;8;8;0;8;1;0;5;5;0;5;1;0;4;3;1;4;0.75;0.25;8;8;0;8;1;0;5;5;0;5;1;0;5;5;0;5;1;0;5;5;0;5;1;0;11;11;0;11;1;0;7;7;0;7;1;0;10;10;0;10;1;0;6;6;0;6;1;0;6;6;0;6;1;0;5;4;1;5;0.8;0.2;3;2;1;3;0.666666667;0.333333333;6;5;1;6;0.833333333;0.166666667;6;6;0;6;1;0;6;6;0;6;1;0;6;6;0;6;1;0;8;8;0;8;1;0;14;13;1;14;0.928571429;0.071428571;52;3;2;52;0.057692308;0.038461538;38;5;1;38;0.131578947;0.026315789;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;57;4;4;57;0.070175439;0.070175439;26;4;0;26;0.153846154;0;No
Male;Yes;Yes;13;9;9;0;9;1;0;9;9;0;9;1;0;8;8;0;8;1;0;4;4;0;4;1;0;3;3;0;3;1;0;5;5;0;5;1;0;3;2;1;3;0.666666667;0.333333333;6;5;1;6;0.833333333;0.166666667;4;0;4;4;0;1;7;7;0;7;1;0;5;5;0;5;1;0;6;6;0;6;1;0;6;5;1;6;0.833333333;0.166666667;9;9;0;9;1;0;7;7;0;7;1;0;6;6;0;6;1;0;5;5;0;5;1;0;3;1;2;3;0.333333333;0.666666667;5;4;1;5;0.8;0.2;6;0;6;6;0;1;6;0;6;6;0;1;5;5;0;5;1;0;8;3;5;8;375;625;13;6;7;13;0.461538462;0.538461538;5;2;3;5;0.4;0.6;7;2;5;7;0.285714286;0.714285714;44;1;3;44;0.022727273;0.068181818;34;1;4;34;0.029411765;0.117647059;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;73;2;10;73;0.02739726;0.136986301;54;1;10;54;0.018518519;0.185185185;No
Male;Yes;Yes;13;10;10;0;10;1;0;7;7;0;7;1;0;8;8;0;8;1;0;1;1;0;1;1;0;7;7;0;7;1;0;4;2;2;4;0.5;0.5;6;6;0;6;1;0;5;5;0;5;1;0;2;1;1;2;0.5;0.5;4;3;1;4;0.75;0.25;6;6;0;6;1;0;3;3;0;3;1;0;4;3;1;4;0.75;0.25;9;9;0;9;1;0;3;3;0;3;1;0;5;5;0;5;1;0;3;2;1;3;0.666666667;0.333333333;4;0;4;4;0;1;4;4;0;4;1;0;3;2;1;3;0.666666667;0.333333333;2;1;1;2;0.5;0.5;3;3;0;3;1;0;3;3;0;3;1;0;4;4;0;4;1;0;5;4;1;5;0.8;0.2;9;7;2;9;0.777777778;0.222222222;36;3;0;36;0.083333333;0;26;3;1;26;0.115384615;0.038461538;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;65;2;6;65;0.030769231;0.092307692;36;3;4;36;0.083333333;0.111111111;No
Female;Yes;No;13;10;10;0;10;1;0;10;10;0;10;1;0;7;7;0;7;1;0;3;3;0;3;1;0;7;7;0;7;1;0;7;7;0;7;1;0;6;6;0;6;1;0;5;4;1;5;0.8;0.2;4;4;0;4;1;0;7;7;0;7;1;0;5;5;0;5;1;0;6;6;0;6;1;0;5;4;1;5;0.8;0.2;9;9;0;9;1;0;6;6;0;6;1;0;6;6;0;6;1;0;7;7;0;7;1;0;5;5;0;5;1;0;4;3;1;4;0.75;0.25;4;2;2;4;0.5;0.5;4;0;4;4;0;1;6;5;1;6;0.833333333;0.166666667;5;5;0;5;1;0;9;9;0;9;1;0;7;5;2;7;0.714285714;0.285714286;7;5;2;7;0.714285714;0.285714286;40;3;1;40;75;25;38;5;1;38;0.131578947;0.026315789;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;35;4;0;35;0.114285714;0;115;1;30;115;0.008695652;0.260869565;No
Female;Yes;No;13;11;11;0;11;1;0;10;10;0;10;1;0;7;7;0;7;1;0;8;8;0;8;1;0;7;7;0;7;1;0;3;3;0;3;1;0;6;6;0;6;1;0;5;5;0;5;1;0;4;4;0;4;1;0;9;9;0;9;1;0;5;5;0;5;1;0;7;7;0;7;1;0;7;7;0;7;1;0;10;10;0;10;1;0;5;5;0;5;1;0;6;6;0;6;1;0;6;6;0;6;1;0;4;4;0;4;1;0;6;6;0;6;1;0;1;0;1;1;0;1;4;2;2;4;0.5;0.5;3;3;0;3;1;0;7;7;0;7;1;0;6;6;0;6;1;0;3;3;0;3;1;0;2;2;0;2;1;0;32;2;1;32;0.0625;0.03125;18;3;0;18;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;21;4;0;21;0.19047619;0;35;4;0;35;0.114285714;0;26;4;0;26;0.153846154;0;No
Male;Yes;No;13;9;9;0;9;1;0;6;6;0;6;1;0;4;4;0;4;1;0;5;5;0;5;1;0;4;4;0;4;1;0;3;3;0;3;1;0;3;3;0;3;1;0;5;5;0;5;1;0;3;3;0;3;1;0;7;7;0;7;1;0;4;4;0;4;1;0;2;2;0;2;1;0;5;5;0;5;1;0;8;8;0;8;1;0;4;4;0;4;1;0;3;3;0;3;1;0;2;2;0;2;1;0;4;3;1;4;0.75;0.25;5;4;1;5;0.8;0.2;1;0;1;1;0;1;1;1;0;1;1;0;5;5;0;5;1;0;7;6;1;7;0.857142857;0.142857143;6;6;0;6;1;0;5;5;0;5;1;0;6;2;4;6;0.333333333;0.666666667;30;1;2;30;0.033333333;0.066666667;18;3;0;18;0.166666667;0;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;47;3;4;47;0.063829787;0.085106383;26;4;0;26;0.153846154;0;No
Male;Yes;No;13;11;11;0;11;1;0;9;9;0;9;1;0;10;10;0;10;1;0;3;3;0;3;1;0;7;6;1;7;0.857142857;0.142857143;5;5;0;5;1;0;6;5;1;6;0.833333333;0.166666667;8;7;1;8;875;125;3;3;0;3;1;0;7;7;0;7;1;0;7;7;0;7;1;0;5;4;1;5;0.8;0.2;4;4;0;4;1;0;9;9;0;9;1;0;6;6;0;6;1;0;6;6;0;6;1;0;8;8;0;8;1;0;6;6;0;6;1;0;4;4;0;4;1;0;3;2;1;3;0.666666667;0.333333333;2;2;0;2;1;0;5;5;0;5;1;0;3;3;0;3;1;0;4;4;0;4;1;0;6;5;1;6;0.833333333;0.166666667;13;11;2;13;0.846153846;0.153846154;44;3;1;44;0.068181818;0.022727273;54;7;1;54;0.12962963;0.018518519;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;35;4;0;35;0.114285714;0;47;2;8;47;0.042553191;0.170212766;No
Female;Yes;No;13;10;10;0;10;1;0;10;10;0;10;1;0;6;6;0;6;1;0;7;7;0;7;1;0;6;6;0;6;1;0;7;6;1;7;0.857142857;0.142857143;1;1;0;1;1;0;4;4;0;4;1;0;2;2;0;2;1;0;9;9;0;9;1;0;7;6;1;7;0.857142857;0.142857143;5;5;0;5;1;0;2;2;0;2;1;0;10;10;0;10;1;0;7;7;0;7;1;0;6;6;0;6;1;0;6;6;0;6;1;0;4;4;0;4;1;0;6;5;1;6;0.833333333;0.166666667;4;2;2;4;0.5;0.5;1;1;0;1;1;0;11;10;1;11;0.909090909;0.090909091;4;3;1;4;0.75;0.25;1;1;0;1;1;0;3;3;0;3;1;0;7;5;2;7;0.714285714;0.285714286;30;1;2;30;0.033333333;0.066666667;32;5;0;32;0.15625;0;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;56;3;4;56;0.053571429;0.071428571;75;2;18;75;0.026666667;0.24;No
Male;Yes;Yes;13;9;9;0;9;1;0;7;7;0;7;1;0;7;7;0;7;1;0;6;6;0;6;1;0;6;6;0;6;1;0;4;4;0;4;1;0;6;6;0;6;1;0;5;5;0;5;1;0;1;1;0;1;1;0;7;7;0;7;1;0;4;4;0;4;1;0;5;5;0;5;1;0;5;5;0;5;1;0;9;9;0;9;1;0;5;5;0;5;1;0;7;7;0;7;1;0;7;7;0;7;1;0;4;4;0;4;1;0;3;3;0;3;1;0;3;2;1;3;0.666666667;0.333333333;3;0;3;3;0;1;3;3;0;3;1;0;7;6;1;7;0.857142857;0.142857143;5;5;0;5;1;0;6;6;0;6;1;0;6;5;1;6;0.833333333;0.166666667;40;4;0;40;0.1;0;32;4;1;32;125;0.03125;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;56;3;4;56;0.053571429;0.071428571;42;3;5;42;0.071428571;0.119047619;No
Female;Yes;No;13;9;9;0;9;1;0;9;9;0;9;1;0;7;7;0;7;1;0;5;5;0;5;1;0;8;8;0;8;1;0;5;5;0;5;1;0;7;7;0;7;1;0;7;7;0;7;1;0;2;2;0;2;1;0;7;7;0;7;1;0;8;8;0;8;1;0;7;7;0;7;1;0;6;5;1;6;0.833333333;0.166666667;8;8;0;8;1;0;5;5;0;5;1;0;7;7;0;7;1;0;6;6;0;6;1;0;6;5;1;6;0.833333333;0.166666667;4;3;1;4;0.75;0.25;1;1;0;1;1;0;2;1;1;2;0.5;0.5;4;4;0;4;1;0;3;3;0;3;1;0;6;6;0;6;1;0;8;7;1;8;875;125;7;7;0;7;1;0;30;3;0;30;0.1;0;18;2;1;18;0.111111111;0.055555556;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;46;3;4;46;0.065217391;0.086956522;31;3;2;31;0.096774194;0.064516129;No
Male;Yes;No;13;8;8;0;8;1;0;9;8;1;9;0.888888889;0.111111111;7;7;0;7;1;0;2;2;0;2;1;0;6;5;1;6;0.833333333;0.166666667;3;2;1;3;0.666666667;0.333333333;4;4;0;4;1;0;4;4;0;4;1;0;1;0;1;1;0;1;6;6;0;6;1;0;8;5;3;8;625;375;3;3;0;3;1;0;6;4;2;6;0.666666667;0.333333333;7;7;0;7;1;0;3;3;0;3;1;0;4;4;0;4;1;0;4;3;1;4;0.75;0.25;4;4;0;4;1;0;5;4;1;5;0.8;0.2;4;1;3;4;0.25;0.75;3;2;1;3;0.666666667;0.333333333;6;5;1;6;0.833333333;0.166666667;6;5;1;6;0.833333333;0.166666667;4;3;1;4;0.75;0.25;4;2;2;4;0.5;0.5;7;5;2;7;0.714285714;0.285714286;26;1;1;26;0.038461538;0.038461538;32;4;1;32;125;0.03125;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;87;3;12;87;0.034482759;0.137931034;63;3;10;63;0.047619048;0.158730159;No
Male;Yes;No;13;7;0;7;7;0;1;8;8;0;8;1;0;6;6;0;6;1;0;5;5;0;5;1;0;5;5;0;5;1;0;2;2;0;2;1;0;6;6;0;6;1;0;5;5;0;5;1;0;3;0;3;3;0;1;5;0;5;5;0;1;2;0;2;2;0;1;4;4;0;4;1;0;7;7;0;7;1;0;10;9;1;10;0.9;0.1;8;8;0;8;1;0;7;7;0;7;1;0;7;7;0;7;1;0;4;1;3;4;0.25;0.75;5;0;5;5;0;1;0;0;0;0;0;0;4;2;2;4;0.5;0.5;10;8;2;10;0.8;0.2;8;8;0;8;1;0;6;5;1;6;0.833333333;0.166666667;7;3;4;7;0.428571429;0.571428571;12;8;4;12;0.666666667;0.333333333;42;4;0;42;0.095238095;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;76;2;10;76;0.026315789;0.131578947;124;0;28;124;0;0.225806452;No
Male;Yes;No;13;10;10;0;10;1;0;11;11;0;11;1;0;7;7;0;7;1;0;4;4;0;4;1;0;11;3;8;11;0.272727273;0.727272727;4;2;2;4;0.5;0.5;0;0;0;0;0;0;3;3;0;3;1;0;4;4;0;4;1;0;9;8;1;9;0.888888889;0.111111111;7;6;1;7;0.857142857;0.142857143;7;4;3;7;0.571428571;0.428571429;5;2;3;5;0.4;0.6;10;10;0;10;1;0;3;3;0;3;1;0;5;5;0;5;1;0;7;6;1;7;0.857142857;0.142857143;4;3;1;4;0.75;0.25;5;2;3;5;0.4;0.6;5;3;2;5;0.6;0.4;3;0;3;3;0;1;9;7;2;9;0.777777778;0.222222222;34;10;24;34;0.294117647;0.705882353;61;13;48;61;0.213114754;0.786885246;55;6;49;55;0.109090909;0.890909091;22;1;21;22;0.045454545;0.954545455;192;0;17;192;0;0.088541667;42;1;5;42;0.023809524;0.119047619;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;35;4;0;35;0.114285714;0;61;3;8;61;0.049180328;0.131147541;No
Male;Yes;Yes;13;11;11;0;11;1;0;12;12;0;12;1;0;8;7;1;8;875;125;3;2;1;3;0.666666667;0.333333333;9;8;1;9;0.888888889;0.111111111;3;2;1;3;0.666666667;0.333333333;5;5;0;5;1;0;5;3;2;5;0.6;0.4;3;2;1;3;0.666666667;0.333333333;8;7;1;8;875;125;7;5;2;7;0.714285714;0.285714286;7;3;4;7;0.428571429;0.571428571;7;4;3;7;0.571428571;0.428571429;10;9;1;10;0.9;0.1;4;3;1;4;0.75;0.25;7;4;3;7;0.571428571;0.428571429;6;4;2;6;0.666666667;0.333333333;6;4;2;6;0.666666667;0.333333333;7;2;5;7;0.285714286;0.714285714;5;1;4;5;0.2;0.8;4;1;3;4;0.25;0.75;11;8;3;11;0.727272727;0.272727273;6;4;2;6;0.666666667;0.333333333;8;8;0;8;1;0;8;5;3;8;625;375;14;7;7;14;0.5;0.5;62;2;4;62;0.032258065;0.064516129;30;2;2;30;0.066666667;0.066666667;NULL;NULL;NULL;NULL;NULL;NULL;21;3;1;21;0.142857143;0.047619048;35;4;0;35;0.114285714;0;78;3;12;78;0.038461538;0.153846154;No
Female;Yes;No;13;11;11;0;11;1;0;11;11;0;11;1;0;6;6;0;6;1;0;5;5;0;5;1;0;4;4;0;4;1;0;4;4;0;4;1;0;5;5;0;5;1;0;5;5;0;5;1;0;4;4;0;4;1;0;3;1;2;3;0.333333333;0.666666667;5;4;1;5;0.8;0.2;5;4;1;5;0.8;0.2;5;4;1;5;0.8;0.2;11;10;1;11;0.909090909;0.090909091;9;8;1;9;0.888888889;0.111111111;6;6;0;6;1;0;6;6;0;6;1;0;3;3;0;3;1;0;2;2;0;2;1;0;4;2;2;4;0.5;0.5;2;1;1;2;0.5;0.5;7;7;0;7;1;0;6;5;1;6;0.833333333;0.166666667;4;4;0;4;1;0;6;6;0;6;1;0;8;7;1;8;875;125;40;3;1;40;75;25;38;6;0;38;0.157894737;0;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;83;2;12;83;0.024096386;0.144578313;60;3;8;60;0.05;0.133333333;No
Male;Yes;No;13;6;6;0;6;1;0;6;6;0;6;1;0;7;7;0;7;1;0;1;1;0;1;1;0;4;3;1;4;0.75;0.25;6;5;1;6;0.833333333;0.166666667;5;5;0;5;1;0;5;4;1;5;0.8;0.2;5;4;1;5;0.8;0.2;5;5;0;5;1;0;3;3;0;3;1;0;4;4;0;4;1;0;4;4;0;4;1;0;9;9;0;9;1;0;4;4;0;4;1;0;6;6;0;6;1;0;3;3;0;3;1;0;6;4;2;6;0.666666667;0.333333333;4;2;2;4;0.5;0.5;2;0;2;2;0;1;36;3;33;36;0.083333333;0.916666667;9;8;1;9;0.888888889;0.111111111;7;7;0;7;1;0;6;6;0;6;1;0;6;4;2;6;0.666666667;0.333333333;7;5;2;7;0.714285714;0.285714286;127;0;11;127;0;0.086614173;42;1;5;42;0.023809524;0.119047619;NULL;NULL;NULL;NULL;NULL;NULL;21;1;3;21;0.047619048;0.142857143;76;3;10;76;0.039473684;0.131578947;56;3;8;56;0.053571429;0.142857143;No
Male;Yes;No;13;10;10;0;10;1;0;11;11;0;11;1;0;8;8;0;8;1;0;2;2;0;2;1;0;3;0;3;3;0;1;2;2;0;2;1;0;6;6;0;6;1;0;5;4;1;5;0.8;0.2;4;0;4;4;0;1;9;8;1;9;0.888888889;0.111111111;3;2;1;3;0.666666667;0.333333333;3;3;0;3;1;0;4;4;0;4;1;0;10;10;0;10;1;0;7;7;0;7;1;0;6;5;1;6;0.833333333;0.166666667;6;6;0;6;1;0;5;2;3;5;0.4;0.6;9;3;6;9;0.333333333;0.666666667;5;1;4;5;0.2;0.8;3;1;2;3;0.333333333;0.666666667;5;3;2;5;0.6;0.4;5;4;1;5;0.8;0.2;5;5;0;5;1;0;5;4;1;5;0.8;0.2;12;11;1;12;0.916666667;0.083333333;68;4;2;68;0.058823529;0.029411765;40;5;1;40;125;25;NULL;NULL;NULL;NULL;NULL;NULL;21;2;2;21;0.095238095;0.095238095;35;4;0;35;0.114285714;0;62;2;10;62;0.032258065;0.161290323;No
Male;Yes;Yes;13;1;1;0;1;1;0;3;3;0;3;1;0;3;1;2;3;0.333333333;0.666666667;0;0;0;0;0;0;7;7;0;7;1;0;5;5;0;5;1;0;7;4;3;7;0.571428571;0.428571429;6;3;3;6;0.5;0.5;3;0;3;3;0;1;6;3;3;6;0.5;0.5;6;2;4;6;0.333333333;0.666666667;4;3;1;4;0.75;0.25;4;2;2;4;0.5;0.5;0;0;0;0;0;0;2;1;1;2;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;5;0;1;7;1;6;7;0.142857143;0.857142857;7;1;6;7;0.142857143;0.857142857;6;0;6;6;0;1;8;3;5;8;375;625;9;3;6;9;0.333333333;0.666666667;1;0;1;1;0;1;4;1;3;4;0.25;0.75;10;3;7;10;0.3;0.7;30;1;2;30;0.033333333;0.066666667;46;1;6;46;0.02173913;0.130434783;NULL;NULL;NULL;NULL;NULL;NULL;18;2;1;18;0.111111111;0.055555556;58;2;8;58;0.034482759;0.137931034;76;1;22;76;0.013157895;0.289473684;No
